,blueWins,blueTotalGolds,blueCurrentGolds,blueTotalLevel,blueAvgLevel,blueTotalMinionKills,blueTotalJungleMinionKills,blueFirstBlood,blueKill,blueDeath,blueAssist,blueWardPlaced,blueWardKills,blueFirstTower,blueFirstInhibitor,blueTowerKills,blueMidTowerKills,blueTopTowerKills,blueBotTowerKills,blueInhibitor,blueFirstDragon,blueDragon,blueRiftHeralds,redTotalGolds,redCurrentGolds,redTotalLevel,redAvgLevel,redTotalMinionKills,redTotalJungleMinionKills,redFirstBlood,redKill,redDeath,redAssist,redWardPlaced,redWardKills,redFirstTower,redFirstInhibitor,redTowerKills,redMidTowerKills,redTopTowerKills,redBotTowerKills,redInhibitor,redFirstDragon,redDragon,redRiftHeralds,blue_top_lane_first_tower,blue_mid_lane_first_tower,blue_bot_lane_first_tower,red_top_lane_first_tower,red_mid_lane_first_tower,red_bot_lane_first_tower,blue_earth_dragon,blue_air_dragon,blue_fire_dragon,blue_water_dragon,blue_elder_dragon,red_earth_dragon,red_air_dragon,red_fire_dragon,red_water_dragon,red_elder_dragon
2979,1,16158,1888,35,7.0,250,46,0,4,4,8,45,4,0,0,0,0,0,0,0,0,0,1,15766,1766,35,7.0,235,58,0,4,4,5,41,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2980,1,17764,3014,35,7.0,206,51,0,11,3,12,20,8,0,0,0,0,0,0,0,1,1,0,14548,3058,32,6.4,208,36,0,3,11,3,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2981,1,18370,4470,35,7.0,230,54,0,11,6,10,23,3,0,0,0,0,0,0,0,1,1,0,15883,2983,34,6.8,242,40,0,6,11,3,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2982,1,15807,3182,36,7.2,243,60,0,3,4,3,65,4,0,0,0,0,0,0,0,1,1,1,15961,2986,36,7.2,234,53,0,4,3,5,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2983,0,16288,2453,35,7.0,195,52,0,5,14,6,18,3,0,0,0,0,0,0,0,0,0,0,19288,3977,36,7.2,185,44,0,14,5,22,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2984,1,17825,3135,36,7.2,276,56,0,5,3,7,16,2,0,0,0,0,0,0,0,0,0,0,14656,2006,33,6.6,230,44,0,3,5,4,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2985,1,17661,4826,37,7.4,257,51,0,4,2,5,43,4,1,0,1,0,1,0,0,0,0,1,14841,3461,33,6.6,247,48,0,2,4,5,42,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2986,0,15031,2911,34,6.8,211,66,0,3,9,3,28,6,0,0,0,0,0,0,0,0,0,0,18672,3212,37,7.4,252,49,0,9,3,10,19,5,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2987,1,16016,2481,36,7.2,227,48,0,5,4,5,40,4,0,0,0,0,0,0,0,0,0,1,16414,4899,36,7.2,244,77,0,4,5,4,43,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2988,1,16633,3133,37,7.4,239,70,0,5,3,7,15,3,0,0,0,0,0,0,0,0,0,1,15240,3430,34,6.8,247,46,0,3,5,3,17,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2989,0,16928,2203,32,6.4,192,37,0,8,13,10,24,7,0,0,0,0,0,0,0,0,0,0,19390,3065,36,7.2,203,74,0,13,8,11,23,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2990,0,15927,1777,34,6.8,226,26,0,5,8,5,18,5,0,0,0,0,0,0,0,0,0,0,16630,1835,33,6.6,229,36,0,8,5,6,22,7,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2991,0,14465,2200,33,6.6,240,51,0,1,10,1,22,5,0,0,0,0,0,0,0,0,0,0,18132,3507,36,7.2,222,50,0,10,1,16,18,6,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2992,0,13796,1271,33,6.6,226,56,0,0,8,0,16,5,0,0,0,0,0,0,0,0,0,0,18295,2565,37,7.4,276,56,0,8,0,7,20,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2993,1,15168,1853,34,6.8,231,51,0,4,2,2,18,1,0,0,0,0,0,0,0,0,0,0,15617,2532,35,7.0,267,56,0,2,4,2,61,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2994,0,15699,914,35,7.0,241,50,0,4,9,4,26,3,0,0,0,0,0,0,0,0,0,0,17642,3722,37,7.4,236,52,0,9,4,15,35,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2995,0,15067,3167,30,6.0,138,35,0,7,13,11,14,5,0,0,0,0,0,0,0,0,0,0,19767,4572,35,7.0,207,39,0,13,7,10,22,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2996,0,13460,2535,31,6.2,151,42,0,3,13,1,19,3,0,0,0,0,0,0,0,0,0,0,20555,2240,36,7.2,259,48,0,13,3,13,17,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2997,0,17678,3888,35,7.0,219,44,0,9,7,15,18,3,0,0,0,0,0,0,0,0,0,0,17033,2333,34,6.8,232,40,0,7,9,7,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2998,0,15087,2387,33,6.6,233,60,0,3,2,2,25,6,0,0,0,0,0,0,0,1,1,0,15010,2655,33,6.6,251,44,0,2,3,4,19,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2999,1,15337,2152,35,7.0,186,55,0,4,6,7,15,2,0,0,0,0,0,0,0,1,1,1,17303,2253,35,7.0,254,56,0,6,4,13,22,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3000,0,16223,3623,36,7.2,268,68,0,2,1,3,16,5,0,0,0,0,0,0,0,1,1,0,14598,5323,35,7.0,233,56,0,1,2,2,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3001,1,19081,2696,37,7.4,241,43,0,11,7,11,21,5,0,0,0,0,0,0,0,0,0,0,17162,3077,35,7.0,224,42,0,7,11,8,35,4,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3002,1,15698,2528,35,7.0,244,53,0,4,1,2,15,2,0,0,0,0,0,0,0,1,1,0,14552,2812,35,7.0,237,59,0,1,4,2,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3003,0,16841,2996,36,7.2,223,47,0,5,8,5,18,2,0,0,0,0,0,0,0,0,0,0,17102,4172,35,7.0,209,60,0,8,5,10,52,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3004,1,17714,5804,36,7.2,243,48,0,9,2,9,37,7,0,0,0,0,0,0,0,0,0,0,13751,3276,32,6.4,200,47,0,2,9,1,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3005,1,17229,3174,35,7.0,259,56,0,6,2,4,42,4,0,0,0,0,0,0,0,0,0,1,13738,2693,32,6.4,186,55,0,2,6,2,16,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3006,1,19055,3495,38,7.6,215,56,0,13,5,24,22,7,0,0,0,0,0,0,0,0,0,0,16890,3545,35,7.0,258,48,0,5,13,7,19,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3007,0,15098,3113,32,6.4,199,51,0,5,9,4,18,1,0,0,0,0,0,0,0,0,0,1,16943,1703,34,6.8,205,45,0,9,5,12,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3008,1,14681,2756,33,6.6,214,46,0,3,5,5,19,5,0,0,0,0,0,0,0,0,0,0,16670,4535,35,7.0,246,64,0,5,3,7,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3009,1,17842,6407,34,6.8,222,38,0,8,7,13,17,2,0,0,0,0,0,0,0,0,0,0,16725,2665,33,6.6,220,47,0,7,8,8,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3010,1,14157,3207,35,7.0,199,66,0,1,1,2,18,2,0,0,0,0,0,0,0,1,1,1,16103,6578,35,7.0,280,61,0,1,1,2,59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3011,1,17292,3417,33,6.6,174,44,0,10,4,13,15,3,0,0,0,0,0,0,0,0,0,0,15029,3154,33,6.6,195,60,0,4,10,6,19,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3012,1,16652,3751,36,7.2,237,64,0,5,0,7,44,4,0,0,0,0,0,0,0,0,0,0,13687,3697,32,6.4,232,52,0,0,5,0,46,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3013,0,14554,1219,33,6.6,210,49,0,3,9,3,39,4,0,0,0,0,0,0,0,0,0,0,17576,1491,36,7.2,230,40,0,9,3,7,42,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3014,0,15057,5757,33,6.6,217,48,0,3,8,5,17,3,0,0,0,0,0,0,0,1,1,0,17658,2508,34,6.8,222,44,0,8,3,12,21,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3015,1,16344,3739,35,7.0,222,41,0,7,6,11,18,2,0,0,0,0,0,0,0,0,0,0,16198,2898,33,6.6,214,50,0,6,7,11,33,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3016,0,17761,3136,33,6.6,197,43,0,10,14,11,16,3,0,0,0,0,0,0,0,0,0,0,19533,5643,36,7.2,197,57,0,14,10,11,16,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3017,1,17864,2427,35,7.0,229,62,0,8,1,12,17,4,0,0,0,0,0,0,0,1,1,1,13375,2820,32,6.4,228,35,0,1,8,0,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3018,0,14154,2664,33,6.6,231,40,0,1,12,2,15,2,0,0,0,0,0,0,0,0,0,0,18209,4509,37,7.4,183,60,0,12,1,11,37,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3019,0,13880,3210,31,6.2,184,45,0,3,9,8,15,4,0,0,0,0,0,0,0,0,0,0,18942,3192,35,7.0,268,66,0,9,3,17,17,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3020,1,14464,1914,34,6.8,241,59,0,1,5,1,15,4,0,0,0,0,0,0,0,1,1,0,15922,4287,36,7.2,250,53,0,5,1,2,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3021,0,15516,2581,35,7.0,194,52,0,4,6,3,17,1,0,0,0,0,0,0,0,0,0,0,16329,2729,33,6.6,225,52,0,6,4,8,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3022,0,16357,2562,35,7.0,223,54,0,6,5,6,16,4,0,0,0,0,0,0,0,0,0,0,16352,3592,34,6.8,224,66,0,5,6,8,39,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3023,0,17294,1554,33,6.6,166,68,0,9,6,12,14,5,0,0,0,0,0,0,0,1,1,0,16646,3796,35,7.0,228,44,0,6,9,8,63,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3024,1,16552,1637,35,7.0,217,64,0,6,3,13,39,4,0,0,0,0,0,0,0,0,0,0,15936,1726,34,6.8,251,47,0,3,6,2,20,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3025,1,17436,2046,35,7.0,250,48,0,6,5,10,16,2,0,0,0,0,0,0,0,0,0,0,16216,3581,35,7.0,206,72,0,5,6,5,40,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3026,1,17484,4219,36,7.2,248,44,0,10,3,8,19,6,0,0,0,0,0,0,0,1,1,0,14515,1185,35,7.0,200,47,0,3,10,4,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3027,0,15343,3643,35,7.0,238,56,0,3,5,1,14,3,0,0,0,0,0,0,0,0,0,0,16538,3863,35,7.0,244,56,0,5,3,5,70,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3028,0,16503,3458,35,7.0,269,36,0,5,4,7,19,4,0,0,0,0,0,0,0,1,1,0,15245,1940,34,6.8,245,48,0,4,5,2,16,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3029,1,17599,2674,37,7.4,250,53,0,8,1,9,17,6,0,0,0,0,0,0,0,1,1,1,14505,2555,33,6.6,234,49,0,1,8,1,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3030,0,16413,1618,35,7.0,216,48,0,6,10,5,18,1,0,0,0,0,0,0,0,0,0,0,17731,3066,35,7.0,216,48,0,10,6,12,62,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3031,0,15115,1005,32,6.4,166,43,0,8,17,5,19,1,0,0,0,0,0,0,0,0,0,0,21080,3755,37,7.4,258,36,0,17,8,12,21,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3032,0,16686,1586,36,7.2,224,36,0,6,5,7,20,5,0,0,0,0,0,0,0,0,0,0,16251,1651,35,7.0,245,55,0,5,6,3,29,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3033,1,17935,3470,36,7.2,250,51,0,9,5,5,20,0,0,0,0,0,0,0,0,0,0,0,16079,3859,35,7.0,238,52,0,5,9,5,15,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3034,1,16976,4996,34,6.8,224,52,0,6,5,10,20,8,0,0,0,0,0,0,0,0,0,1,15579,3054,33,6.6,190,60,0,5,6,7,21,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3035,1,15204,2104,33,6.6,213,44,0,5,9,11,14,5,0,0,0,0,0,0,0,1,1,0,17924,3204,36,7.2,236,42,0,9,5,13,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3036,1,18424,4249,37,7.4,236,47,0,10,8,10,14,6,0,0,0,0,0,0,0,1,1,1,17560,3670,35,7.0,229,56,0,8,10,9,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3037,1,18524,2984,37,7.4,242,56,0,8,5,11,18,5,0,0,0,0,0,0,0,0,0,0,15594,1409,34,6.8,233,48,0,5,8,2,21,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3038,0,16611,4886,35,7.0,232,41,0,6,5,4,22,3,0,0,0,0,0,0,0,0,0,0,16883,3608,36,7.2,226,76,0,5,6,4,18,7,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3039,1,18310,5030,38,7.6,212,60,0,9,5,10,21,4,0,0,0,0,0,0,0,0,0,0,16457,1257,34,6.8,234,54,0,5,9,4,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3040,0,15008,4018,34,6.8,186,76,0,4,11,4,14,2,0,0,0,0,0,0,0,0,0,0,19024,4459,34,6.8,190,47,0,11,4,16,17,0,1,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3041,1,14722,4437,34,6.8,246,67,0,1,5,1,17,5,0,0,0,0,0,0,0,0,0,0,16386,3411,35,7.0,256,48,0,5,1,7,109,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3042,1,17269,3644,35,7.0,230,56,0,7,3,7,16,5,0,0,0,0,0,0,0,1,1,0,15036,1311,34,6.8,230,36,0,3,7,3,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3043,0,15302,977,33,6.6,217,40,0,5,6,4,20,2,0,0,0,0,0,0,0,1,1,0,16287,2197,35,7.0,239,40,0,6,5,10,21,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3044,1,15249,4574,34,6.8,248,64,0,1,4,0,38,6,0,0,0,0,0,0,0,0,0,0,15251,3791,34,6.8,226,44,0,4,1,8,17,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3045,0,15297,3572,35,7.0,231,54,0,3,4,4,17,6,0,0,0,0,0,0,0,0,0,0,16009,3374,36,7.2,227,50,0,4,3,6,65,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3046,0,14356,2456,34,6.8,241,49,0,1,6,2,36,1,0,0,0,0,0,0,0,0,0,0,17366,4481,36,7.2,255,67,0,6,1,6,40,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3047,0,17070,1575,35,7.0,228,40,0,6,8,6,22,5,0,0,0,0,0,0,0,0,0,0,17153,4753,35,7.0,188,56,0,8,6,13,18,6,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3048,0,18103,3708,36,7.2,242,56,0,7,5,9,19,5,1,0,1,0,0,1,0,0,0,0,15663,2763,35,7.0,209,47,0,5,7,9,63,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3049,0,23121,4570,48,9.6,135,0,0,6,24,11,13,1,0,0,0,0,0,0,0,0,0,0,32591,1411,51,10.2,163,55,0,24,6,40,20,5,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3050,0,16810,2460,35,7.0,255,44,0,5,6,5,31,2,0,0,0,0,0,0,0,0,0,0,16320,2035,35,7.0,218,61,0,6,5,8,15,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3051,0,15475,2965,34,6.8,223,48,0,4,4,5,28,3,0,0,0,0,0,0,0,0,0,0,16771,1606,35,7.0,236,68,0,4,4,6,18,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3052,1,14971,3661,33,6.6,218,43,0,4,5,4,22,8,0,0,0,0,0,0,0,1,1,0,15915,5590,35,7.0,232,48,0,5,4,2,18,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3053,1,16524,1634,35,7.0,232,52,0,6,3,8,42,4,0,0,0,0,0,0,0,1,1,1,14589,1269,33,6.6,237,52,0,3,6,3,49,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3054,0,20548,4603,37,7.4,239,71,0,13,7,17,15,1,0,0,0,0,0,0,0,1,1,0,18145,1645,35,7.0,210,48,0,7,13,7,12,4,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3055,1,16283,3323,35,7.0,225,58,0,4,6,2,41,3,0,0,0,0,0,0,0,0,0,1,15592,1092,31,6.2,194,44,0,6,4,11,44,7,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3056,1,18390,3205,37,7.4,247,80,0,9,4,13,12,5,0,0,0,0,0,0,0,1,1,1,16204,2774,35,7.0,232,47,0,4,9,6,19,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3057,0,16793,1938,33,6.6,221,29,0,8,6,10,23,2,0,0,0,0,0,0,0,0,0,0,16973,2288,34,6.8,215,59,0,6,8,7,14,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3058,1,15735,3563,33,6.6,237,52,0,4,5,4,20,5,0,0,0,0,0,0,0,1,1,1,16047,3387,36,7.2,234,55,0,5,4,8,64,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3059,1,14851,3236,33,6.6,250,51,0,2,3,3,16,4,0,0,0,0,0,0,0,0,0,0,16678,2258,35,7.0,258,61,0,3,2,3,41,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3060,1,17832,2732,36,7.2,226,38,0,9,4,8,9,6,0,0,0,0,0,0,0,0,0,0,13906,1156,32,6.4,192,39,0,4,9,2,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3061,1,14754,2444,31,6.2,187,40,0,4,8,5,11,0,0,0,0,0,0,0,0,0,0,0,15949,3069,34,6.8,204,40,0,8,4,8,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3062,1,17481,6206,34,6.8,246,32,0,8,4,13,20,4,0,0,0,0,0,0,0,1,1,0,15729,3412,35,7.0,257,48,0,4,8,2,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3063,1,18375,2170,34,6.8,244,47,0,7,5,7,18,6,1,0,1,0,1,0,0,0,0,1,15090,3305,33,6.6,193,52,0,5,7,7,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3064,0,14306,951,33,6.6,201,48,0,3,11,5,17,4,0,0,0,0,0,0,0,0,0,0,18526,2871,35,7.0,228,49,0,11,3,9,14,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3065,0,17418,3397,34,6.8,210,52,0,10,4,13,14,3,0,0,0,0,0,0,0,0,0,0,16018,1633,32,6.4,246,52,0,4,10,2,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3066,1,16674,4274,35,7.0,234,55,0,6,0,5,16,2,0,0,0,0,0,0,0,0,0,0,13468,1953,30,6.0,221,40,0,0,6,0,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3067,1,18121,2746,37,7.4,227,61,0,8,7,7,28,6,0,0,0,0,0,0,0,0,0,0,16037,4112,34,6.8,192,49,0,7,8,5,21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3068,0,16458,3353,35,7.0,214,48,0,6,7,7,13,2,0,0,0,0,0,0,0,0,0,1,16467,4520,33,6.6,236,51,0,7,6,4,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3069,0,18267,2692,37,7.4,240,47,0,9,3,10,15,4,0,0,0,0,0,0,0,0,0,0,15677,2552,34,6.8,243,55,0,3,9,7,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3070,0,15266,1436,35,7.0,217,42,0,4,2,4,21,2,0,0,0,0,0,0,0,0,0,0,15015,1740,34,6.8,241,46,0,2,4,2,18,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3071,0,15845,2035,32,6.4,216,36,0,4,10,4,17,4,0,0,0,0,0,0,0,0,0,1,18422,5927,35,7.0,230,59,0,10,4,12,22,7,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3072,0,14250,2175,32,6.4,208,56,0,2,7,2,19,2,0,0,0,0,0,0,0,0,0,0,17397,2477,36,7.2,219,48,0,7,2,8,16,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3073,0,14098,3136,33,6.6,236,45,0,1,5,4,16,2,0,0,0,0,0,0,0,0,0,0,15943,3093,35,7.0,229,47,0,5,1,6,15,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3074,1,15725,2865,36,7.2,220,74,0,3,1,4,18,4,0,0,0,0,0,0,0,0,0,0,13957,2662,34,6.8,221,52,0,1,3,3,13,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3075,1,17372,3837,36,7.2,243,51,0,7,4,10,17,6,0,0,0,0,0,0,0,1,1,0,15469,2704,35,7.0,218,50,0,4,7,10,23,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3076,1,14969,3144,34,6.8,219,42,0,4,4,2,15,2,0,0,0,0,0,0,0,0,0,0,16276,1291,35,7.0,237,60,0,4,4,5,13,4,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3077,1,18465,3935,36,7.2,236,48,0,10,7,12,27,4,0,0,0,0,0,0,0,0,0,0,18755,6573,38,7.6,255,69,0,7,10,14,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3078,0,16081,2856,32,6.4,188,45,0,6,14,6,18,4,0,0,0,0,0,0,0,0,0,0,20295,3045,37,7.4,251,53,0,14,6,18,19,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3079,1,15735,2275,35,7.0,251,62,0,3,4,2,15,3,0,0,0,0,0,0,0,0,0,0,16035,2910,35,7.0,235,57,0,4,3,5,37,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
